Stt|Mã môn học|Tên môn học|Giáo viên nhập|Tên sách|Tác giả|Năm xb|Nơi xb/ Nhà xb|Ghi chú tài liệu|Tình trạng|Nơi lưu trữ|Tên sách đề nghị kiểm tra hoặc thay thế
1248|TNMT23704|Quy hoạch tổng thể|Chính phủ nước Cộng hòa xã hội chủ nghĩa Việt Nam (2008), Nghị định 04/2008/NĐ-CP ngày 11/1/2008 của Chính phủ về sửa đổi, bổ sung một số điều của Nghị định 92/2006/NĐ-CP ngày 7/9/2006 của Chính phủ về lập, phê duyệt và quản lý quy hoạch tổng thể phát triển kinh tế - xã hội, Hà Nội.|Nghị định 04/2008/NĐ-CP ngày 11/1/2008 của Chính phủ về sửa đổi, bổ sung một số điều của Nghị định 92/2006/NĐ-CP ngày 7/9/2006 của Chính phủ về lập, phê duyệt và quản lý quy hoạch tổng thể phát triển kinh tế - xã hội|Chính phủ nước Cộng hòa xã hội chủ nghĩa Việt Nam |2008|Hà Nội.|tk|internet|Internet|
1249|TNMT23704|Quy hoạch tổng thể|Chính phủ nước Cộng hòa xã hội chủ nghĩa Việt Nam (2006), Nghị định 92/2006/NĐ-CP ngày 7/9/2006 của Chính phủ về lập, phê duyệt và quản lý quy hoạch tổng thể phát triển kinh tế - xã hội, Hà Nội.|Nghị định 92/2006/NĐ-CP ngày 7/9/2006 của Chính phủ về lập, phê duyệt và quản lý quy hoạch tổng thể phát triển kinh tế - xã hội|Chính phủ nước Cộng hòa xã hội chủ nghĩa Việt Nam |2006|Hà Nội.|tk|internet|Internet|
1250|TNMT23802|Suy thoái và phục hồi đất|TS. Lê Thanh Bồn, Bài giảng Suy thoái và phục hồi đất (dùng cho sinh viên đại học ngành Quản lý đất đai và ngành Khoa học đất).|Bài giảng Suy thoái và phục hồi đất|Lê Thanh Bồn|||bb|Đang bổ sung|Khoa/ BM|
1251|TNMT23802|Suy thoái và phục hồi đất|Đào Châu Thu,2007. Bàigiảng suy thoái vàphụchồiđất.TrườngĐạihọc Nông nghiệp Hà Nội, TT TTTV.|Bài giảng suy thoái và phục hồi đất|Đào Châu Thu|2007|TrườngĐạihọc Nông nghiệp Hà Nội|tk|Đang bổ sung|Khoa/ BM|
1252|TNMT23802|Suy thoái và phục hồi đất|NguyễnTửSiêm,TháiPhiên,1999.ĐấtđồinúiViệtNam, suy thoái vàphục hồi. Nhà XB Nông nghiệp Hà Nội, TT TTTV.|Đất đồi núi ViệtNam, suy thoái và phục hồi|Nguyễn Tử Siêm,Thái Phiên|1999|Nhà XB Nông nghiệp Hà Nội|tk|Đã có|TTTT-TV|
1253|TNMT24002|Tài nguyên đất đai|Huỳnh Văn Chương (2017) Bài giảng Tài nguyên đất đai, Trường Đại học Nông Lâm – Đại học Huế, TT TTTV.|Bài giảng Tài nguyên đất đai|Huỳnh Văn Chương|2017|Trường Đại học Nông Lâm – Đại học Huế|bb|Đang bổ sung|Khoa/ BM|
1254|TNMT24002|Tài nguyên đất đai|Ngô Đức Cát (2000). Kinh tế tài nguyên đất, NXB Nông nghiệp, Hà Nội, TT TTTV.|Kinh tế tài nguyên đất|Ngô Đức Cát |2000|NXB Nông nghiệp, Hà Nội|tk|Đã có|TTTT-TV|
1255|TNMT24002|Tài nguyên đất đai|Lê Huy Bá (2008), Môi trường Tài nguyên đất Việt nam, NXB Nông nghiệp, Hà Nội. TTTTTV.|Môi trường Tài nguyên đất Việt nam|Lê Huy Bá |2008|NXB Nông nghiệp, Hà Nội|tk|Đã có|TTTT-TV|
1256|TNMT24002|Tài nguyên đất đai|Thái Phiên và Nguyễn Tử Siêm (2001), Sử dụng bền vững đất miền núi và vùng cao Việt Nam, NXB Nông nghiệp, Hà Nội, TT TTTV|Sử dụng bền vững đất miền núi và vùng cao Việt Nam|Thái Phiên, Nguyễn Tử Siêm|2001|NXB Nông nghiệp, Hà Nội|tk|Đã có|TTTT-TV|TTTT-TV - 2002
1257|TNMT24002|Tài nguyên đất đai|Trần Công Tấu (2005), Tài nguyên đất, NXB Nông nghiệp, Hà Nội, TT TTTV|Tài nguyên đất|Trần Công Tấu|2005|NXB Nông nghiệp, Hà Nội|tk|kiểm tra|kiểm tra| Tài nguyên đất / Trần Kông Tấu. - In lần thứ hai có sữa chữa và bổ sung. - Hà Nội : Đại học Quốc gia Hà Nội, 2006. - 204tr. ; 21cm
1258|TNMT24402|Thị trường bất động sản|Nguyễn Thị Hải (2015), Bài giảng Thị Trường bất động sản, Khoa Tài nguyên đất và Môi trường nông nghiệp, Đại học Nông Lâm Huế|Bài giảng Thị Trường bất động sản|Nguyễn Thị Hải|2015|Khoa Tài nguyên đất và Môi trường nông nghiệp, Đại học Nông Lâm Huế|bb|Đang bổ sung|Khoa/ BM|
1259|TNMT24402|Thị trường bất động sản|Nguyễn Thị Nhật Linh (2015), Bài giảng phân tích thị trường bất động sản, Đại học Nông Lâm Huế|Bài giảng phân tích thị trường bất động sản|Nguyễn Thị Nhật Linh|2015| Đại học Nông Lâm Huế|tk|Đang bổ sung|Khoa/ BM|
1260|TNMT24402|Thị trường bất động sản|Nguyễn Hữu Ngữ, Dương Quốc Nõn (2017), Giáo trình định giá đất, Nhà xuất bản Đại học Huế.|Giáo trình định giá đất|Nguyễn Hữu Ngữ, Dương Quốc Nõn |2017|Nhà xuất bản Đại học Huế.|tk|Đã có|TTTT-TV|
1261|TNMT24703|Thực tế nghề Quản lý đất |Lê Ngọc Phương Quý, Bài giảng Đăng ký, thống kê- kiểm kê đất đai và bất động sản, Đại học Nông Lâm Huế.|Bài giảng Đăng ký, thống kê- kiểm kê đất đai và bất động sản|Lê Ngọc Phương Quý||Đại học Nông Lâm Huế.|bb|Đang bổ sung|Khoa/ BM|
1262|TNMT24703|Thực tế nghề Quản lý đất |Dương Thị Thu Hà, Bài giảng Quản lý hành chính về đất đai, Đại học Nông Lâm Huế.|Bài giảng Quản lý hành chính về đất đai|Dương Thị Thu Hà||Đại học Nông Lâm Huế.|bb|Đang bổ sung|Khoa/ BM|
1263|TNMT24703|Thực tế nghề Quản lý đất |Nguyễn Hữu Ngữ, Dương Quốc Nõn (2017), Giáo trình Định giá đất, NXB Đại học Huế.|Giáo trình Định giá đất|Nguyễn Hữu Ngữ, Dương Quốc Nõn|2017|NXB Đại học Huế.|bb|Đã có|TTTT-TV|
1264|TNMT24703|Thực tế nghề Quản lý đất |Nguyễn Hữu Ngữ, Nguyễn Thị Hải (2013), Giáo trình Quy hoạch sử dụng đất, NXB Nông nghiệp.|Giáo trình Quy hoạch sử dụng đất|Nguyễn Hữu Ngữ, Nguyễn Thị Hải|2013|NXB Nông nghiệp.|bb|Đã có|TTTT-TV|
